name,reviews.rating,reviews
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"For years I purchased regular brand name batteries from local retailers. As these seemed to be a deal I purchased a pack. They seem to work just as well as the name-brands, just at a cheaper cost."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Found these here before Christmas, and decided to order for our children's toys that required batteries. Can't beat the price for the amount you get, they work as expected, and long lasting. In my opinion the box they come in is extremely convenient compared to other battery packaging."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,4 stars coz the batteries are in silver. Not white as shown in picture.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,A lot of battery for the buck.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,A+ thanks
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,All my remotes have new batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Amazon batteries are always nice.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,AmazonBasics batteries are a great value and every bit as good as the name brands
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,AOK
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Arrived on time and work well!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,As advertised
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,As advertised
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,As advertised.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,As advertised.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,as discribed
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,as expected
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,As expected
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,as expected
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,As promised.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Average not that long lasting
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,B+
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Batteries are fine. They are energetically active and power things up like I like.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Batteries arrived in tact and seem perfect for a good price.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Batteries do not work in the clock
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Batteries give you power!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,batteries look fine. Haven't used one yet. Great price. Come bulk packed (no big deal for me)
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Batteries seem to work like Energizers, but at a great deal"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Batteries work as expected.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Batteries work as listed.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,batteries worked great for the price.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Better than expected for Amazon brand batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Can't go wrong at 21 cents appease
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Comparable to other brands.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,comparable to others
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Comparable to the brand names...
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Decent Batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Decent batteries at a pretty good price. I will buy again.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Decent batteries.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,decent deal works as described
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Did the job.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Did their purpose!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,DIDN'T SEEM TO LAST AS LONG AS OTHERS BUT NOT REAL BAD
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,didn't seem to last very long.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Does not last as long as the bunny or copper top, but adequate."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Does the job but I would like to be able to recharge these batteries.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,don't have one
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Don't last as long as Duracell, but they are reasonably priced to make up for it."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,don't last that long but ok
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Don't last very long but good quality for the price.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Exactly what I expected. They seem to last just as long as any other brand.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Excellent Value.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Excellent, cheap product."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,FAIR PRICE
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,fast delivery and works as expected
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,first time tried this brand so hoping they will last as long as the top brand.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,for the price these are wonderful!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,general use
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Good alternative to name brand, like the packaging and low price"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good amazon product.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good as advertised and expected.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good as any other alkaline cell. Price is good
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good Batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good batteries - good value.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good batteries and price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good batteries at a great price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good batteries but seemingly duracell lasts longer
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good batteries cheap.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good batteries for the price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good batteries for the price.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good batteries for the price. Use them for my kid's toys.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good batteries nice price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good batteries purchased them based on other's review which help me to buy the batteries.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good batteries!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good batteries.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good Batteries.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good batteries.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good battery
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good battery
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good battery for price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good battery for your money
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good battery pack
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good battery. Great price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good battieries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good but don't last as long as others.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good but they dont last for long time
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good buy
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good buy
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good buy
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good buy and good quality. Last as long the copper top and you get twice the quantity.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good buy don't know how well they will last have to wait and see.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good cheap batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good deal
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good deal good buy
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good for the price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good for the price but whatever in quality I guess...don't last too long
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good for the price. Last longer then DollarTree batteries and cost about the same.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good item
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Good life so far, seem to last almost as long as the Duracell in xbox controller."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good performance
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good power.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,GOOD PRICE
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good price and they seem to be holding up
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Good price for alkaline batteries. Haven't been through many yet, but, i'm sure they will be fine."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good price works fine.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"good price, but not strong much"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Good price, decent battery life"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Good price, hopefully they last."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"good price, straight forward and cheaper than your local dollar store."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good price!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good price.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good price...........batteries work
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good product
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good product
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good product decent price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good product fair price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good product for the money
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good product so far.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good Product.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good quality
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good quality
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good quality battery for the price of an eveready.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good stuff
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good stuff
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good value
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good value
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good value
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good value and packaged well. No issues with these batteries.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good value and performance for the price.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good value and time will tell if they last as long as duracell
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good value for money.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good value here
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Good value, never had one leak or go bad. Keep them in the refrigerator for longest life."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good value!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,good value.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good value.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,GOOD!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,great
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,great
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,great
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great battery
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great battery and bang for your hard earned dollar!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great battery at a great price!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great buy!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,great buy. works well
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Great cost/cell option. Capacity isn't the best, but works great in low draw devices like remotes, etc."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,great deal for the price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"great deal, they're all gone"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,great for the price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,great for the price and last as long as other name brand batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great for the price but you get what you pay for
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great for the price with power.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great for the price.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great I brought to many
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great inexpensive
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great item
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great item! As described and delivered fast. Would buy again!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great long lasting battery
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great performance!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great price - would give 5 but haven't used them enough.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great price and they last just as well as the name brand. Will buy again as needed.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,great price but don't seem to last very long.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great price for god batteries in such bulk.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great price for good performance.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great price...seems to be a quality product.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Great product , great price."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"great product, great transaction"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great product.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great replacement batteries.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great so far.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great so far. Let's see how long they last.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great to have as a backup
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great to have during the holidays
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great Value
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great value
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,great value and seem to last just as long as name brand
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Great value for the price. Very good packaging makes the item convenient for storage with other batteries/lightbulbs/etc from amazon.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Guess ok just used them this week hope they last a long time
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Gurfr ner onggrevrf ng gur evtug cevprf. Gung'f vg. Abg ernyyl, ohg vg'f tbbq rabhtu sbe zr sbe abj."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,hard to find a better deal then this
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Have not had him long enough to evaluates 0
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Have worked well so far
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Haven't found a problem with them yet
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Havent tried yet but with so many, they may die before we use them all. Life time supply."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Havent used these batteries yet.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,hey there batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,hope they last long
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,i am impressed
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"I don't know if they are the best or not but they work, and are cheaper."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"I don't think it last as longer as other brands, but it's ok."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,I like it
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,i like it alot!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"I like the price, so far they seem to be just as good as the other brands."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,I love anything amazon...
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,I loved them. I got them I while know and I have no complaints.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,i recommend this
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"I think the batteries work as well as any other major band. overall it is a good deal, and I will buy again."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,I was skeptical of the basics notation but they do the job!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"in my eyes, they die to quickly"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Inexpensive and decent quality battery for around the house.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Is good price . and fast shipping
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,It can use for a long time.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,it is good so far. will update again if need to.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,It work
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,it works just fine. good price.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,It's a battery and it works :).
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,It's just a smaller battery. Seems to work
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Item is as advertised
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,its ok
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Junk.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Just as good as more expensive batteries.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,just batteries.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Just fine - good value
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Just trying it out the first time. I expect to perform well and not leaking.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,last a long time
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Lasts longer than Rayovac. Pkg did have 1 defective battery.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,like
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,like the convent package will see how long these last
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Lol, they work"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Long backup.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"My mouse still works with a battery, otherwise I don't think I use them for anything else. ok batteries"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,never can have too many.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Nice
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Nice A+
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Nice cheap batteries that seem to keep its charge.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Nice.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,No issues. Long lasting
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,not as good as energizers
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Not bad for generic
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,not bad for price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"not Great, not bad for the price"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Not special or anything new, but hey, quality item with free shipping on Prime. YES PLEASE :)"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Not sure what I can say about batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,not the best batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,not the best but it's ok
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,nothing more to say
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Nothing spectacular. Works as well as competitors but cheaper to buy.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,ok
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,ok
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,OK
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Ok
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Ok
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,OK
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,ok
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,OK
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,OK
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,ok
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,ok
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,OK
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Ok
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,OK
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,OK batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"ok, my fault didn't pay attention, these are not rechargable"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Ok.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Only batteries I use now...
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,outstanding batterys
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Perfect alternative to super market batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Perform as exxpected.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Performance could be better, but for the price, these are hard to beat."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,power!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Pretty good batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,pretty good batteries ---------would recommend energizer or duracell morethese batteries wear out quicker than others I've noticed
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Previously purchased and used these batteries. They last longer than other store brand. Worth the money.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Price was right and so far they are lasting as long as name brands.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Product was exactly as described.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Quite nice... last a reasonable time.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,received quickly but haven't seen how long they last compared to more expensive batteries
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Right price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Satisfied with this purchase. Thanks.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,sdfgsdfgsdfgsdfgsdfg
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,seem fine
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Seem O.K.Jim G
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Seem to be comparable to other alkalines
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Seem to be good batteries will update later with an average of how long they last
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Seem to be working out well.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,seem to be working well
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Seem to last a long time
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,seem to last as good as high dollar ones
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Seem to last as long as the well known brands for a lower price, I will purchase again"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"seem to last just as long as others, maybe just a little less"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Seem to run down a little fast in things like Xbox controllers and other electronics.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Seem to work fine
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Seem to work just fine. For the price, it's a good deal."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Seem to work well.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Seems as good as all the major AA's to new to really rate...
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Seems great. Not sure long lasting life is good.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,sems to have good charge
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,so far no problems
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,so far so good
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,so far so good!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,so far so good!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,So far so good.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,So far so good. Still going. Time will tell. Good price
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,So far they seem to work about the same as Duracel
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"So far, so good"
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"so far, the batteries match the quality of named brands."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,So happy with the price and quality.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,So they are batterues as described - should be enough for a long time.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Some of the batteries were already dead, but not all of them."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,thank you
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Thank You!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Thanks
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"The batteries are fine, but the fact it defaults to a subscription sale is rally wrong, IMHO."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,The batteries are great and for the quantity and price it's a great buy.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,the batteries were fine.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,thery r batteries nothing special but a good price!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,These are a great price but they don't last as long as Energizer or Duracell.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,These are great! They work well. A great price too!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,These are just as good as the popular name brand batteries!
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"These batteries go with the Etekcity Lantern's, have not had a chance to use them."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,These batteries hold their charge rather well. I find them comparable to the other brands I use.
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,These batteries work as good if not better than store bought Duracell
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"These don't seem to last *quite* as long as Energizer or Duracell, but they are cheaper."
AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,These have been working great. Comparable to leading brands.
